køn	alder	fraflytningskommune	tilflytningskommune	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017
Kvinder	15-19 år	København	Guldborgsund	15	6	4	7	14	6	10	4	5	7	7	8
Kvinder	15-19 år	København	Holbæk	15	17	16	14	17	10	9	13	13	15	20	15
Kvinder	15-19 år	København	Kalundborg	6	5	6	7	6	4	9	7	7	8	4	8
Kvinder	15-19 år	København	Lolland	9	10	14	4	3	3	7	4	5	6	4	6
Kvinder	15-19 år	København	Næstved	13	11	15	9	6	17	9	7	6	13	12	19
Kvinder	15-19 år	København	Odsherred	12	5	7	10	8	11	6	5	5	4	5	4
Kvinder	15-19 år	København	Ringsted	4	11	2	7	6	3	4	7	8	12	7	4
Kvinder	15-19 år	København	Slagelse	8	17	11	11	15	9	13	16	9	18	13	7
Kvinder	15-19 år	København	Sorø	3	5	5	4	2	6	7	7	8	5	4	6
Kvinder	15-19 år	København	Stevns	6	1	1	2	8	3	2	6	4	4	1	2
Kvinder	15-19 år	København	Vordingborg	7	8	6	9	9	6	12	8	3	7	4	6
Kvinder	15-19 år	København	Assens	1	3	1	4	0	1	2	1	2	1	4	2
Kvinder	15-19 år	København	Faaborg-Midtfyn	4	3	1	3	3	3	0	1	0	2	4	0
Kvinder	15-19 år	København	Kerteminde	1	0	1	2	1	0	0	1	0	1	0	1
Kvinder	15-19 år	København	Langeland	1	3	0	0	2	0	0	1	0	0	0	1
Kvinder	15-19 år	København	Middelfart	2	1	1	1	1	2	1	0	1	1	0	1
Kvinder	15-19 år	København	Nordfyns	0	0	0	0	0	2	0	0	1	0	0	3
Kvinder	15-19 år	København	Nyborg	2	2	2	2	2	0	1	5	1	2	3	2
Kvinder	15-19 år	København	Odense	12	14	15	16	15	18	12	19	13	21	23	12
Kvinder	15-19 år	København	Svendborg	4	12	6	9	5	6	2	4	3	3	5	6
Kvinder	15-19 år	København	Ærø	0	0	0	0	1	3	2	0	0	0	0	0
Kvinder	15-19 år	København	Billund	0	0	1	1	0	1	0	0	0	0	1	1
Kvinder	15-19 år	København	Esbjerg	4	7	4	5	6	3	5	6	3	4	0	3
Kvinder	15-19 år	København	Fanø	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	15-19 år	København	Fredericia	1	3	3	2	2	0	4	1	3	2	0	1
Kvinder	15-19 år	København	Haderslev	0	1	3	1	1	1	1	1	1	1	0	3
Kvinder	15-19 år	København	Kolding	0	4	7	8	2	4	1	6	2	6	0	6
Kvinder	15-19 år	København	Sønderborg	2	0	2	3	0	1	4	5	5	0	2	2
Kvinder	15-19 år	København	Tønder	2	1	2	1	1	0	1	0	2	2	5	0
Kvinder	15-19 år	København	Varde	1	4	2	0	0	2	0	1	1	0	0	0
Kvinder	15-19 år	København	Vejen	3	3	1	0	1	0	0	1	1	0	2	0
Kvinder	15-19 år	København	Vejle	8	1	1	4	2	4	7	3	2	3	2	1
Kvinder	15-19 år	København	Aabenraa	3	5	2	3	5	5	2	0	3	1	1	3
Kvinder	15-19 år	København	Favrskov	1	0	2	1	0	0	1	1	1	1	1	0
Kvinder	15-19 år	København	Hedensted	0	1	0	1	1	2	0	0	1	0	1	1
Kvinder	15-19 år	København	Horsens	1	4	5	1	4	5	2	6	0	1	0	3
Kvinder	15-19 år	København	Norddjurs	3	3	3	2	2	1	1	0	1	1	1	3
Kvinder	15-19 år	København	Odder	0	0	0	0	0	0	0	0	2	0	0	1
Kvinder	15-19 år	København	Randers	2	1	2	2	0	2	4	1	6	2	3	0
Kvinder	15-19 år	København	Samsø	0	0	1	0	0	0	0	1	0	0	0	1
Kvinder	15-19 år	København	Silkeborg	3	1	4	6	5	2	2	2	3	1	3	2
Kvinder	15-19 år	København	Skanderborg	2	3	1	1	0	1	3	1	1	1	1	2
Kvinder	15-19 år	København	Syddjurs	1	2	1	0	0	0	2	2	4	1	2	0
Kvinder	15-19 år	København	Aarhus	12	28	19	25	22	24	20	26	26	12	19	16
Kvinder	15-19 år	København	Herning	4	4	1	1	4	5	3	5	1	4	3	1
Kvinder	15-19 år	København	Holstebro	7	1	2	5	3	2	1	4	0	0	1	2
Kvinder	15-19 år	København	Ikast-Brande	4	1	1	1	3	2	0	1	2	3	1	1
Kvinder	15-19 år	København	Lemvig	0	0	2	2	0	0	0	0	1	0	1	1
Kvinder	15-19 år	København	Ringkøbing-Skjern	1	1	1	1	0	0	2	1	1	2	0	4
Kvinder	15-19 år	København	Skive	2	1	2	0	3	3	1	1	1	1	0	1
Kvinder	15-19 år	København	Struer	1	2	1	0	0	0	1	1	2	0	0	0
Kvinder	15-19 år	København	Viborg	2	3	2	3	7	2	5	3	5	2	8	6
Kvinder	15-19 år	København	Brønderslev	0	0	0	1	0	0	0	1	0	0	0	0
Kvinder	15-19 år	København	Frederikshavn	0	1	4	4	3	0	2	2	2	0	1	2
Kvinder	15-19 år	København	Hjørring	3	3	2	1	1	0	1	1	1	3	2	1
Kvinder	15-19 år	København	Jammerbugt	1	2	0	1	1	3	1	1	0	1	0	1
Kvinder	15-19 år	København	Læsø	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	15-19 år	København	Mariagerfjord	1	0	4	0	1	3	2	3	1	0	1	0
Kvinder	15-19 år	København	Morsø	1	0	0	2	0	0	2	0	0	0	2	0
Kvinder	15-19 år	København	Rebild	0	0	0	1	2	2	0	1	1	1	1	0
Kvinder	15-19 år	København	Thisted	4	2	0	0	2	1	0	3	1	2	0	0
Kvinder	15-19 år	København	Vesthimmerlands	3	1	1	1	0	1	3	1	1	0	0	0
Kvinder	15-19 år	København	Aalborg	8	6	4	5	13	12	13	6	10	7	7	12
Kvinder	15-19 år	Frederiksberg	København	157	150	180	180	156	155	162	136	135	147	136	134
Kvinder	15-19 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Dragør	0	1	0	0	0	1	0	3	0	1	2	2
Kvinder	15-19 år	Frederiksberg	Tårnby	1	1	2	3	1	1	1	4	2	0	1	3
Kvinder	15-19 år	Frederiksberg	Albertslund	5	5	3	1	5	4	4	4	4	5	2	3
Kvinder	15-19 år	Frederiksberg	Ballerup	2	3	2	3	5	2	2	5	1	0	3	5
Kvinder	15-19 år	Frederiksberg	Brøndby	2	3	2	2	2	3	4	1	1	2	2	2
Kvinder	15-19 år	Frederiksberg	Gentofte	8	6	5	7	6	8	5	6	9	7	6	8
Kvinder	15-19 år	Frederiksberg	Gladsaxe	5	5	4	6	5	6	2	7	4	1	5	4
Kvinder	15-19 år	Frederiksberg	Glostrup	0	0	2	2	4	0	2	4	4	0	3	1
Kvinder	15-19 år	Frederiksberg	Herlev	2	1	1	1	1	2	2	2	5	4	3	2
Kvinder	15-19 år	Frederiksberg	Hvidovre	12	7	7	11	8	7	4	5	15	6	9	3
Kvinder	15-19 år	Frederiksberg	Høje-Taastrup	1	3	1	3	2	1	2	3	2	5	3	2
Kvinder	15-19 år	Frederiksberg	Ishøj	2	0	1	2	1	1	0	0	0	3	1	0
Kvinder	15-19 år	Frederiksberg	Lyngby-Taarbæk	2	3	5	4	1	5	3	2	6	1	6	0
Kvinder	15-19 år	Frederiksberg	Rødovre	4	5	4	6	3	7	8	6	3	3	1	7
Kvinder	15-19 år	Frederiksberg	Vallensbæk	1	1	1	2	1	2	0	1	1	1	1	1
Kvinder	15-19 år	Frederiksberg	Allerød	0	0	0	1	0	0	1	2	1	0	0	0
Kvinder	15-19 år	Frederiksberg	Egedal	1	2	1	2	1	4	1	3	1	3	2	0
Kvinder	15-19 år	Frederiksberg	Fredensborg	3	1	1	4	3	1	2	2	1	0	2	3
Kvinder	15-19 år	Frederiksberg	Frederikssund	2	2	2	2	0	0	1	1	1	2	0	2
Kvinder	15-19 år	Frederiksberg	Furesø	2	2	2	2	2	3	3	3	2	2	1	1
Kvinder	15-19 år	Frederiksberg	Gribskov	3	1	1	4	1	1	0	0	0	0	3	3
Kvinder	15-19 år	Frederiksberg	Halsnæs	0	1	0	0	0	2	0	1	0	0	1	2
Kvinder	15-19 år	Frederiksberg	Helsingør	1	2	4	3	1	5	0	1	5	2	2	4
Kvinder	15-19 år	Frederiksberg	Hillerød	3	1	1	0	1	1	0	2	2	1	1	0
Kvinder	15-19 år	Frederiksberg	Hørsholm	1	0	1	0	0	1	0	0	1	3	1	1
Kvinder	15-19 år	Frederiksberg	Rudersdal	2	3	2	1	4	2	1	3	1	5	6	4
Kvinder	15-19 år	Frederiksberg	Bornholm	1	1	0	1	2	1	0	0	0	0	1	1
Kvinder	15-19 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Greve	4	1	4	2	0	1	3	0	3	1	1	2
Kvinder	15-19 år	Frederiksberg	Køge	1	1	2	3	1	4	2	0	5	2	3	4
Kvinder	15-19 år	Frederiksberg	Lejre	1	1	0	0	1	1	0	0	1	1	1	0
Kvinder	15-19 år	Frederiksberg	Roskilde	2	7	1	4	3	0	2	3	4	2	4	2
Kvinder	15-19 år	Frederiksberg	Solrød	1	0	0	1	0	0	0	2	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Faxe	0	1	1	0	0	0	1	2	1	1	2	0
Kvinder	15-19 år	Frederiksberg	Guldborgsund	0	0	0	0	1	3	1	3	1	2	1	1
Kvinder	15-19 år	Frederiksberg	Holbæk	4	0	2	0	1	1	1	2	1	1	3	4
Kvinder	15-19 år	Frederiksberg	Kalundborg	1	3	0	1	1	0	1	1	2	0	0	0
Kvinder	15-19 år	Frederiksberg	Lolland	0	1	1	1	1	0	0	0	0	1	0	0
Kvinder	15-19 år	Frederiksberg	Næstved	1	0	2	2	3	2	2	1	2	1	2	1
Kvinder	15-19 år	Frederiksberg	Odsherred	2	2	0	0	0	0	0	0	0	1	0	0
Kvinder	15-19 år	Frederiksberg	Ringsted	0	0	2	0	0	0	0	2	1	1	2	0
Kvinder	15-19 år	Frederiksberg	Slagelse	2	5	0	1	3	2	3	1	2	1	1	1
Kvinder	15-19 år	Frederiksberg	Sorø	0	1	0	1	2	1	1	0	0	1	1	0
Kvinder	15-19 år	Frederiksberg	Stevns	2	0	1	1	0	1	0	2	0	1	1	0
Kvinder	15-19 år	Frederiksberg	Vordingborg	1	0	2	0	0	2	0	1	0	1	1	1
Kvinder	15-19 år	Frederiksberg	Assens	1	0	1	1	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Faaborg-Midtfyn	1	1	1	1	2	1	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Kerteminde	0	0	0	0	0	0	0	2	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Langeland	0	0	1	0	1	0	0	0	0	0	1	0
Kvinder	15-19 år	Frederiksberg	Middelfart	1	1	0	0	0	0	0	1	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Nordfyns	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Nyborg	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Odense	2	2	0	1	2	4	2	3	3	3	3	0
Kvinder	15-19 år	Frederiksberg	Svendborg	2	0	1	0	0	0	1	1	0	1	1	1
Kvinder	15-19 år	Frederiksberg	Ærø	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Billund	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Esbjerg	0	0	2	1	1	1	0	1	1	0	0	0
Kvinder	15-19 år	Frederiksberg	Fanø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Fredericia	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Haderslev	0	0	0	0	0	0	0	0	3	0	0	0
Kvinder	15-19 år	Frederiksberg	Kolding	0	0	1	1	0	0	0	0	0	0	0	1
Kvinder	15-19 år	Frederiksberg	Sønderborg	1	0	0	1	0	1	0	0	1	0	0	0
Kvinder	15-19 år	Frederiksberg	Tønder	0	0	0	0	0	0	0	0	0	1	0	0
Kvinder	15-19 år	Frederiksberg	Varde	0	0	0	2	0	0	0	0	0	1	0	0
Kvinder	15-19 år	Frederiksberg	Vejen	0	1	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Vejle	0	0	2	1	0	1	0	1	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Aabenraa	0	1	0	0	0	1	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Favrskov	0	0	0	0	0	0	0	1	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Hedensted	0	0	2	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Horsens	3	0	0	1	0	0	0	0	0	0	0	1
Kvinder	15-19 år	Frederiksberg	Norddjurs	0	0	0	0	0	0	2	0	1	0	0	0
Kvinder	15-19 år	Frederiksberg	Odder	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Randers	0	0	1	1	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Samsø	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Silkeborg	1	0	2	0	1	2	0	0	1	0	0	1
Kvinder	15-19 år	Frederiksberg	Skanderborg	0	0	0	0	0	0	0	0	1	1	1	1
Kvinder	15-19 år	Frederiksberg	Syddjurs	1	1	0	0	2	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Aarhus	6	7	1	4	6	4	2	4	5	6	3	1
Kvinder	15-19 år	Frederiksberg	Herning	0	4	0	0	1	1	0	1	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Holstebro	0	0	0	0	1	1	0	1	1	0	0	0
Kvinder	15-19 år	Frederiksberg	Ikast-Brande	0	0	0	0	0	0	0	1	1	1	0	0
Kvinder	15-19 år	Frederiksberg	Lemvig	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Ringkøbing-Skjern	0	0	0	0	0	0	0	1	0	2	1	1
Kvinder	15-19 år	Frederiksberg	Skive	0	0	0	0	1	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Struer	0	1	0	1	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Viborg	0	0	0	1	0	1	2	1	2	0	2	0
Kvinder	15-19 år	Frederiksberg	Brønderslev	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Frederikshavn	0	0	0	0	2	0	0	0	0	1	1	0
Kvinder	15-19 år	Frederiksberg	Hjørring	0	0	0	0	1	1	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Jammerbugt	2	0	0	0	0	0	0	0	0	0	1	0
Kvinder	15-19 år	Frederiksberg	Læsø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Mariagerfjord	0	1	0	0	0	0	0	0	1	0	0	1
Kvinder	15-19 år	Frederiksberg	Morsø	0	0	1	0	0	0	0	0	0	0	1	0
Kvinder	15-19 år	Frederiksberg	Rebild	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Thisted	0	1	0	0	0	1	0	0	1	0	0	0
Kvinder	15-19 år	Frederiksberg	Vesthimmerlands	1	1	0	0	0	1	1	0	0	0	0	0
Kvinder	15-19 år	Frederiksberg	Aalborg	1	1	2	0	1	0	1	1	0	3	0	0
Kvinder	20-24 år	København	København	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	20-24 år	København	Frederiksberg	872	910	904	997	1020	1035	1070	1082	1077	1013	962	1065
Kvinder	20-24 år	København	Dragør	13	12	19	16	16	19	19	20	14	20	22	27
Kvinder	20-24 år	København	Tårnby	109	117	107	119	102	126	114	118	119	128	136	137
Kvinder	20-24 år	København	Albertslund	59	56	66	58	65	78	85	54	48	58	78	53
Kvinder	20-24 år	København	Ballerup	64	58	68	61	56	60	71	67	67	70	93	81
Kvinder	20-24 år	København	Brøndby	55	47	54	69	61	61	51	72	60	51	78	80
Kvinder	20-24 år	København	Gentofte	157	157	166	190	185	199	210	235	216	255	240	238
Kvinder	20-24 år	København	Gladsaxe	136	138	137	165	171	157	183	174	192	208	241	269
Kvinder	20-24 år	København	Glostrup	41	37	40	34	42	49	54	51	60	70	48	45
Kvinder	20-24 år	København	Herlev	47	53	62	51	46	36	59	60	58	61	65	64
Kvinder	20-24 år	København	Hvidovre	152	151	155	169	159	195	172	162	182	215	206	190
Kvinder	20-24 år	København	Høje-Taastrup	77	61	67	71	56	72	80	69	104	98	100	115
Kvinder	20-24 år	København	Ishøj	26	31	35	30	44	41	40	50	25	37	41	48
Kvinder	20-24 år	København	Lyngby-Taarbæk	96	92	87	97	107	104	103	108	128	135	153	126
Kvinder	20-24 år	København	Rødovre	94	89	115	121	107	124	125	128	109	121	145	127
Kvinder	20-24 år	København	Vallensbæk	13	19	19	18	25	34	27	17	18	42	34	43
Kvinder	20-24 år	København	Allerød	29	17	18	14	13	18	19	21	29	27	27	26
Kvinder	20-24 år	København	Egedal	30	33	26	36	25	36	40	42	56	56	59	50
Kvinder	20-24 år	København	Fredensborg	32	36	35	32	36	44	47	44	61	53	61	52
Kvinder	20-24 år	København	Frederikssund	27	28	34	27	32	26	32	47	48	52	48	52
Kvinder	20-24 år	København	Furesø	36	30	26	39	43	51	45	58	40	64	67	63
Kvinder	20-24 år	København	Gribskov	27	24	27	27	28	33	34	30	39	31	39	34
Kvinder	20-24 år	København	Halsnæs	11	18	21	15	23	18	22	32	28	26	19	28
Kvinder	20-24 år	København	Helsingør	46	40	44	51	51	67	62	63	61	85	55	75
Kvinder	20-24 år	København	Hillerød	32	48	35	42	31	63	69	65	64	75	69	87
Kvinder	20-24 år	København	Hørsholm	11	16	27	24	25	30	38	29	19	30	32	36
Kvinder	20-24 år	København	Rudersdal	59	62	71	72	62	62	88	87	79	106	95	96
Kvinder	20-24 år	København	Bornholm	29	31	31	27	33	30	23	39	32	35	28	25
Kvinder	20-24 år	København	Christiansø	0	0	0	1	0	0	0	0	0	0	0	0
Kvinder	20-24 år	København	Greve	34	37	49	46	44	40	56	48	83	63	75	79
Kvinder	20-24 år	København	Køge	50	32	45	43	42	60	49	72	92	62	59	70
Kvinder	20-24 år	København	Lejre	11	12	16	17	21	16	18	26	27	25	26	22
Kvinder	20-24 år	København	Roskilde	100	79	85	91	86	107	115	99	104	125	125	127
Kvinder	20-24 år	København	Solrød	24	17	16	9	18	20	20	19	33	35	35	26
Kvinder	20-24 år	København	Faxe	16	22	11	15	23	21	29	22	20	27	24	31
Kvinder	20-24 år	København	Guldborgsund	33	38	29	34	47	26	40	37	47	44	38	28
Kvinder	20-24 år	København	Holbæk	49	52	46	35	51	43	47	55	51	80	63	47
Kvinder	20-24 år	København	Kalundborg	24	27	29	18	22	29	29	35	20	40	28	32
Kvinder	20-24 år	København	Lolland	22	26	22	17	22	11	21	23	24	13	21	16
Kvinder	20-24 år	København	Næstved	42	41	38	46	41	58	59	74	47	75	54	80
Kvinder	20-24 år	København	Odsherred	14	17	10	9	20	14	21	21	23	27	28	19
Kvinder	20-24 år	København	Ringsted	17	23	21	21	18	31	30	25	34	36	24	41
Kvinder	20-24 år	København	Slagelse	40	40	38	35	34	41	40	48	52	68	58	43
Kvinder	20-24 år	København	Sorø	21	19	21	22	14	17	17	20	19	37	16	25
Kvinder	20-24 år	København	Stevns	13	11	14	13	16	16	12	24	19	16	22	24
Kvinder	20-24 år	København	Vordingborg	21	34	31	31	27	35	42	25	35	29	31	40
Kvinder	20-24 år	København	Assens	10	5	5	3	7	6	8	17	10	17	8	9
Kvinder	20-24 år	København	Faaborg-Midtfyn	10	6	9	9	10	5	11	12	15	15	11	11
Kvinder	20-24 år	København	Kerteminde	4	8	1	1	6	9	6	6	5	2	2	5
Kvinder	20-24 år	København	Langeland	3	4	4	8	1	2	4	5	2	5	5	6
Kvinder	20-24 år	København	Middelfart	5	6	7	7	1	9	10	11	4	10	4	8
Kvinder	20-24 år	København	Nordfyns	6	4	1	4	0	6	4	4	5	7	2	4
Kvinder	20-24 år	København	Nyborg	7	11	5	6	9	5	6	9	12	11	6	15
Kvinder	20-24 år	København	Odense	111	101	101	127	139	152	139	140	143	176	160	152
Kvinder	20-24 år	København	Svendborg	29	40	25	32	44	32	28	39	39	27	33	22
Kvinder	20-24 år	København	Ærø	4	1	0	3	8	5	0	7	3	5	3	2
Kvinder	20-24 år	København	Billund	3	5	5	1	6	6	4	3	3	2	5	2
Kvinder	20-24 år	København	Esbjerg	28	24	22	34	22	25	25	23	41	38	28	28
Kvinder	20-24 år	København	Fanø	1	1	1	0	2	2	0	0	1	1	0	1
Kvinder	20-24 år	København	Fredericia	11	13	12	9	11	12	7	11	16	13	14	17
Kvinder	20-24 år	København	Haderslev	8	11	13	13	6	17	16	12	23	18	10	13
Kvinder	20-24 år	København	Kolding	24	27	33	21	25	18	39	29	37	37	29	34
Kvinder	20-24 år	København	Sønderborg	10	8	12	22	10	20	29	24	15	12	13	15
Kvinder	20-24 år	København	Tønder	11	6	10	9	5	9	5	8	7	9	11	7
Kvinder	20-24 år	København	Varde	8	13	9	9	7	7	9	13	6	15	6	9
Kvinder	20-24 år	København	Vejen	4	5	2	7	9	7	6	7	5	13	2	10
Kvinder	20-24 år	København	Vejle	15	22	21	15	20	26	31	25	31	17	24	18
Kvinder	20-24 år	København	Aabenraa	5	7	13	8	10	14	6	12	11	14	13	13
Kvinder	20-24 år	København	Favrskov	3	6	2	4	2	12	8	7	3	8	7	6
Kvinder	20-24 år	København	Hedensted	5	8	1	6	4	5	7	1	8	8	6	3
Kvinder	20-24 år	København	Horsens	9	10	14	8	8	21	13	16	15	18	11	10
Kvinder	20-24 år	København	Norddjurs	6	4	5	5	3	6	6	2	4	4	5	5
Kvinder	20-24 år	København	Odder	3	2	3	2	7	6	7	6	1	5	2	3
Kvinder	20-24 år	København	Randers	8	11	12	11	12	11	15	15	15	18	17	12
Kvinder	20-24 år	København	Samsø	1	1	1	1	0	0	1	1	1	1	3	1
Kvinder	20-24 år	København	Silkeborg	17	12	20	14	16	16	23	18	17	27	23	20
Kvinder	20-24 år	København	Skanderborg	8	3	8	11	10	15	14	13	13	13	22	14
Kvinder	20-24 år	København	Syddjurs	6	6	4	6	7	5	5	12	9	8	11	9
Kvinder	20-24 år	København	Aarhus	194	172	206	170	176	197	194	199	223	242	244	248
Kvinder	20-24 år	København	Herning	17	19	16	22	20	26	17	23	25	30	17	14
Kvinder	20-24 år	København	Holstebro	12	13	10	7	12	13	13	13	14	13	10	11
Kvinder	20-24 år	København	Ikast-Brande	6	5	6	2	4	5	5	5	4	6	6	8
Kvinder	20-24 år	København	Lemvig	4	7	5	1	4	0	3	5	2	5	2	3
Kvinder	20-24 år	København	Ringkøbing-Skjern	6	9	7	8	9	10	7	4	11	7	11	10
Kvinder	20-24 år	København	Skive	7	2	7	11	11	9	8	9	12	7	12	6
Kvinder	20-24 år	København	Struer	2	3	2	0	3	2	4	0	5	3	6	2
Kvinder	20-24 år	København	Viborg	9	14	15	16	13	12	20	22	24	21	21	23
Kvinder	20-24 år	København	Brønderslev	3	9	5	1	5	3	5	4	4	6	1	5
Kvinder	20-24 år	København	Frederikshavn	7	17	16	10	9	12	11	6	10	12	3	13
Kvinder	20-24 år	København	Hjørring	16	8	9	9	13	8	16	19	11	10	12	7
Kvinder	20-24 år	København	Jammerbugt	3	2	4	3	4	3	4	4	3	8	4	3
Kvinder	20-24 år	København	Læsø	0	0	1	1	0	1	2	1	0	1	0	0
Kvinder	20-24 år	København	Mariagerfjord	4	6	4	9	6	5	4	8	11	7	6	11
Kvinder	20-24 år	København	Morsø	2	3	2	2	0	4	0	3	1	3	3	3
Kvinder	20-24 år	København	Rebild	3	1	4	3	3	5	7	3	7	3	3	4
Kvinder	20-24 år	København	Thisted	6	7	10	7	8	10	6	11	5	8	13	6
Kvinder	20-24 år	København	Vesthimmerlands	7	3	3	5	2	3	2	6	5	2	3	3
Kvinder	20-24 år	København	Aalborg	63	65	53	54	74	79	72	78	75	78	89	74
Kvinder	20-24 år	Frederiksberg	København	882	950	956	968	986	1035	1106	1112	1132	1145	1086	1120
Kvinder	20-24 år	Frederiksberg	Frederiksberg	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	20-24 år	Frederiksberg	Dragør	1	1	1	2	0	4	5	1	2	4	2	2
Kvinder	20-24 år	Frederiksberg	Tårnby	4	5	5	4	6	8	4	8	10	7	9	8
Kvinder	20-24 år	Frederiksberg	Albertslund	9	11	3	5	10	8	4	6	7	7	15	10
Kvinder	20-24 år	Frederiksberg	Ballerup	4	7	5	10	12	4	7	7	6	11	10	9
Kvinder	20-24 år	Frederiksberg	Brøndby	3	3	5	5	6	5	2	5	6	5	4	3
Kvinder	20-24 år	Frederiksberg	Gentofte	22	30	28	21	23	24	32	22	35	24	35	23
Kvinder	20-24 år	Frederiksberg	Gladsaxe	20	13	20	13	12	20	15	7	17	17	25	19
Kvinder	20-24 år	Frederiksberg	Glostrup	6	3	4	6	3	4	2	5	3	4	4	7
Kvinder	20-24 år	Frederiksberg	Herlev	5	5	4	11	7	2	7	7	10	13	10	11
Kvinder	20-24 år	Frederiksberg	Hvidovre	23	15	14	16	18	21	12	12	22	18	20	18
Kvinder	20-24 år	Frederiksberg	Høje-Taastrup	10	5	9	5	3	8	6	10	8	16	13	5
Kvinder	20-24 år	Frederiksberg	Ishøj	2	2	3	2	4	1	1	3	4	5	0	2
Kvinder	20-24 år	Frederiksberg	Lyngby-Taarbæk	20	9	9	12	15	12	12	15	20	14	12	14
Kvinder	20-24 år	Frederiksberg	Rødovre	15	11	12	9	9	9	12	18	10	15	17	18
Kvinder	20-24 år	Frederiksberg	Vallensbæk	1	2	1	2	1	2	4	6	2	7	1	6
Kvinder	20-24 år	Frederiksberg	Allerød	0	1	2	2	1	3	5	5	4	3	2	2
Kvinder	20-24 år	Frederiksberg	Egedal	0	4	2	2	6	6	4	7	5	6	13	9
Kvinder	20-24 år	Frederiksberg	Fredensborg	3	6	4	7	3	9	2	4	5	7	9	8
Kvinder	20-24 år	Frederiksberg	Frederikssund	5	8	4	5	4	3	6	6	6	0	11	5
Kvinder	20-24 år	Frederiksberg	Furesø	4	8	5	7	2	12	7	3	8	8	9	6
Kvinder	20-24 år	Frederiksberg	Gribskov	6	1	1	3	1	3	4	4	2	5	7	9
Kvinder	20-24 år	Frederiksberg	Halsnæs	2	1	3	0	4	4	2	4	5	4	1	4
Kvinder	20-24 år	Frederiksberg	Helsingør	4	6	9	9	7	4	8	9	8	7	12	13
Kvinder	20-24 år	Frederiksberg	Hillerød	3	4	3	1	5	4	10	9	7	12	8	13
Kvinder	20-24 år	Frederiksberg	Hørsholm	0	4	1	2	6	4	3	9	5	7	6	7
Kvinder	20-24 år	Frederiksberg	Rudersdal	4	9	11	11	14	8	15	8	14	13	11	6
Kvinder	20-24 år	Frederiksberg	Bornholm	4	5	1	0	1	7	1	2	0	6	2	1
Kvinder	20-24 år	Frederiksberg	Christiansø	0	0	0	0	0	0	0	0	0	0	0	0
Kvinder	20-24 år	Frederiksberg	Greve	3	6	4	5	7	6	4	8	4	9	7	5
Kvinder	20-24 år	Frederiksberg	Køge	7	7	3	6	4	10	6	2	12	10	11	9
Kvinder	20-24 år	Frederiksberg	Lejre	2	5	0	1	1	2	4	2	4	5	0	2
Kvinder	20-24 år	Frederiksberg	Roskilde	11	6	9	16	18	19	11	9	12	8	17	16
Kvinder	20-24 år	Frederiksberg	Solrød	0	4	3	1	3	3	5	4	2	3	7	4
Kvinder	20-24 år	Frederiksberg	Faxe	1	5	3	2	4	4	3	1	3	5	3	8
